"Step","no-actors 1, 300 (2024-01-03 20:59) - Best Reward","no-actors 1, 300 (2024-01-03 20:59) - Best Reward__MIN","no-actors 1, 300 (2024-01-03 20:59) - Best Reward__MAX","no-actors 1, 200 (2024-01-03 18:53) - Best Reward","no-actors 1, 200 (2024-01-03 18:53) - Best Reward__MIN","no-actors 1, 200 (2024-01-03 18:53) - Best Reward__MAX","no-actors 1, 100 (2024-01-03 16:49) - Best Reward","no-actors 1, 100 (2024-01-03 16:49) - Best Reward__MIN","no-actors 1, 100 (2024-01-03 16:49) - Best Reward__MAX"
"248","18000.891906404497","18000.891906404497","18000.891906404497","15827.606329298014","15827.606329298014","15827.606329298014","9740.888201236725","9740.888201236725","9740.888201236725"
"249","18000.891906404497","18000.891906404497","18000.891906404497","15827.606329298014","15827.606329298014","15827.606329298014","9740.888201236725","9740.888201236725","9740.888201236725"
"250","18000.891906404497","18000.891906404497","18000.891906404497","15827.606329298014","15827.606329298014","15827.606329298014","9740.888201236725","9740.888201236725","9740.888201236725"
"251","18000.891906404497","18000.891906404497","18000.891906404497","15827.606329298014","15827.606329298014","15827.606329298014","9740.888201236725","9740.888201236725","9740.888201236725"
"252","18000.891906404497","18000.891906404497","18000.891906404497","15827.606329298014","15827.606329298014","15827.606329298014","9740.888201236725","9740.888201236725","9740.888201236725"
"253","18000.891906404497","18000.891906404497","18000.891906404497","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"254","18000.891906404497","18000.891906404497","18000.891906404497","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"255","18000.891906404497","18000.891906404497","18000.891906404497","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"256","18000.891906404497","18000.891906404497","18000.891906404497","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"257","18000.891906404497","18000.891906404497","18000.891906404497","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"258","18000.891906404497","18000.891906404497","18000.891906404497","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"259","18000.891906404497","18000.891906404497","18000.891906404497","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"260","18000.891906404497","18000.891906404497","18000.891906404497","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"261","18000.891906404497","18000.891906404497","18000.891906404497","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"262","18000.891906404497","18000.891906404497","18000.891906404497","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"263","18000.891906404497","18000.891906404497","18000.891906404497","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"264","18000.891906404497","18000.891906404497","18000.891906404497","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"265","18000.891906404497","18000.891906404497","18000.891906404497","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"266","18000.891906404497","18000.891906404497","18000.891906404497","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"267","18000.891906404497","18000.891906404497","18000.891906404497","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"268","18000.891906404497","18000.891906404497","18000.891906404497","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"269","18000.891906404497","18000.891906404497","18000.891906404497","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"270","18000.891906404497","18000.891906404497","18000.891906404497","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"271","18000.891906404497","18000.891906404497","18000.891906404497","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"272","18000.891906404497","18000.891906404497","18000.891906404497","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"273","18000.891906404497","18000.891906404497","18000.891906404497","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"274","18000.891906404497","18000.891906404497","18000.891906404497","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"275","18000.891906404497","18000.891906404497","18000.891906404497","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"276","18000.891906404497","18000.891906404497","18000.891906404497","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"277","18000.891906404497","18000.891906404497","18000.891906404497","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"278","18000.891906404497","18000.891906404497","18000.891906404497","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"279","18000.891906404497","18000.891906404497","18000.891906404497","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"280","18000.891906404497","18000.891906404497","18000.891906404497","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"281","18000.891906404497","18000.891906404497","18000.891906404497","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"282","18000.891906404497","18000.891906404497","18000.891906404497","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"283","18000.891906404497","18000.891906404497","18000.891906404497","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"284","18000.891906404497","18000.891906404497","18000.891906404497","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"285","18000.891906404497","18000.891906404497","18000.891906404497","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"286","18000.891906404497","18000.891906404497","18000.891906404497","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"287","18000.891906404497","18000.891906404497","18000.891906404497","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"288","18000.891906404497","18000.891906404497","18000.891906404497","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"289","18000.891906404497","18000.891906404497","18000.891906404497","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"290","18000.891906404497","18000.891906404497","18000.891906404497","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"291","18000.891906404497","18000.891906404497","18000.891906404497","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"292","18000.891906404497","18000.891906404497","18000.891906404497","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"293","18000.891906404497","18000.891906404497","18000.891906404497","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"294","18000.891906404497","18000.891906404497","18000.891906404497","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"295","18000.891906404497","18000.891906404497","18000.891906404497","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"296","18000.891906404497","18000.891906404497","18000.891906404497","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"297","18000.891906404497","18000.891906404497","18000.891906404497","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"298","18000.891906404497","18000.891906404497","18000.891906404497","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"299","18000.891906404497","18000.891906404497","18000.891906404497","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"300","18000.891906404497","18000.891906404497","18000.891906404497","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"301","18000.891906404497","18000.891906404497","18000.891906404497","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"302","18000.891906404497","18000.891906404497","18000.891906404497","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"303","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"304","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"305","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"306","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"307","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"308","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"309","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"310","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"311","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"312","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"313","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"314","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"315","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"316","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"317","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"318","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"319","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"320","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"321","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"322","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"323","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"324","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"325","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"326","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"327","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"328","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"329","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"330","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"331","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"332","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"333","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"334","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"335","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"336","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"337","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"338","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"339","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"340","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"341","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"342","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"343","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"344","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"345","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"346","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"347","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"348","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"349","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"350","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"351","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"352","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"353","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"354","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"355","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"356","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"357","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"358","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"359","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"360","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"361","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"362","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"363","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"364","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"365","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"366","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"367","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"368","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"369","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"370","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"371","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"372","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"373","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"374","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"375","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"376","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"377","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"378","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"379","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"380","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"381","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"382","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"383","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"384","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"385","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"386","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"387","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"388","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"389","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"390","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"391","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"392","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"393","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"394","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"395","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"396","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"397","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"398","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"399","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"400","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"401","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"402","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"403","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"404","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"405","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"406","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"407","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"408","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"409","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"410","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"411","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"412","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"413","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"414","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"415","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"416","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"417","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"418","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"419","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"420","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"421","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"422","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"423","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"424","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"425","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"426","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
"427","18600.682063007353","18600.682063007353","18600.682063007353","15827.606329298014","15827.606329298014","15827.606329298014","10234.93762121201","10234.93762121201","10234.93762121201"
